,text,sentiment
7948,bình_thường vẫn là bật sang màn_hình vuốt bấm mật_khẩu có khác gì đâu thay_vì phải bấm_giờ bạn chả phải làm gì cả mà độ bảo_mật lại cao hơn positive,neutral
7949,mỗi năm samsung cho ra_đời trần lan các dòng điện_thoại mỗi san phẩm mới ra_đời vô_tình làm mất giá_trị của những sản_phẩm ra trước phổ_thông lắm,neutral
7950,tôi thấy bây_giờ iphone mới là phổ_thông đến học_sinh pt cũng cứ nhìn vào kết_quả doanh_số đạt hiệu_quả trong kinh_doanh là được sam đã vượt ip ngay trên đất mỹ kìa positive positive,neutral
7951,ko việc gì phải thêm anh đẹp anh đẳng_cấp a có quyền positive,neutral
7952,có thóc mua em không 5 cũng ok rồi chạy_đua công_nghệ tốn tiền lắm positive,neutral
7953,lg v10 của em là đủ xài rồi nhưng kết cái sản_phẩm en của không e rảnh quá ngồi ký_hoạ chơi luyện tay có_khi thất_nghiệp ra chợ ngồi vẽ chân_dung cho mấy chị_em,neutral
7954,ít_ra sam coi_trọng người dùng việt nam công_nhận việt nam là 1 thị_trường quan_trọng ai kia đưa thị_trường việt nam vào danh_sách ngoài 100 trên toàn thế_giới là thất nản rồi,neutral
7955,chuẩn là chỉ vn sĩ_diện rồi với ip rồi năm 2016 s7 s7 egde đang đứng đầu về doanh_số ip 6s 6s plus thậm_chí ngay tại thị_trường mỹ thua ngay trên sân_nhà buồn thật người mỹ kém thông_minh nên bị sam dắt_mũi chăng positive negative negative,neutral
7956,vẫn học_hỏi đôi_chút về độ mượt của fan táo tớ chuộng galaxy rất lâu rồi nhưng thử độ mượt thì táo vẫn trội hơn đôi_chút negative,neutral
7957,siêu phẩm khi nao siêu rẻ mới mua được positive,neutral
7958,ko phải nói tung_hô không_đâu có lương cả đấy thử không công xem có ai thèm tung với hô ko,neutral
7959,không vội_vàng mua giá cao giảm_giá nhanh thôi,neutral
7960,khi nào ra không e đời áp_chót mình sẽ mua,neutral
7961,nhắm lúc đó mua được thì hãy lên_tiếng bạn nhé positive,neutral
7962,chạy theo công_nghệ điện_thoại chỉ làm tốn tiền bản_thân trải nghiệm thì notpos  bao_nhiêu chỉ toàn nghe gọi đọc báo check mail mạng xã_hội chụp hình quay_phim không làm túi_tiền bản_thân đầy lên được làm_giàu cho các hãng điện_thoại positive,neutral
7963,vì đồng_bộ 2 dòng galaxy s và không e lên 7 để dòng không e notneg  thấp hơn so với dòng s không e 6 so với s7 nghe nó lạc_hậu hơn positive đây là suy_đoán của mình,neutral
7964,so_sánh không e 7 với iphone 7 giống như so_sánh r7 với m10 ở trên vnexpres vậy có ai cùng cảm_giác như mình không và bạn sẽ chọn cái nào đây,neutral
7965,không e 7 ra_mắt trong vài tiếng nữa còn iphone 7 vẫn chưa có thật,neutral
7966,ý bạn là iphone vẫn chậm dau mỗi đợt cập_nhật đó hả android càng cập_nhật càng nhanh nhé negative,neutral
7967,nếu cấu_hình_như s7e thì em nghỉ,neutral
7968,thật_ra là giống s7 edge màn_hình to có thêm chức_năng không e,neutral
7969,bản này 2 sim bạn ạ,neutral
7970,không e 4 sắp lên tây_thiên thỉnh_kinh,neutral
7971,de danh tiên mưa nua_cai,neutral
7972,thiết_kế giống con zte nubia z9 elite quá,neutral
7973,miếng dán kính cường_lực sẽ bị ế vì màn_hình cong của galaxy không e 7 negative negative,neutral
7974,màn_hình cong sao dán kính cường_lực ta s7 là ví_dụ điển_hình toàn phải dán bằng keo nên xui rớt vẫn vỡ tan_nát màn_hình gắn được kính cường_lực đỡ hơn nhiều điện_thoại tôi mua có 1 năm mà rớt hơn chục lần may mà có kính cường_lực nên chỉ mới thay 2 cái kính rẻ rề positive positive,neutral
7975,thes bác thích điện_thoại hình_thoi hình_thang tam_giác hay lục_giác positive,neutral
7976,đúng android như cái chợ đủ thượng vàng hạ cám ra như rác mua mắt bắn rẻ mạ riêng tôi củng thích androi thì chỉ thích b priv panasonic fu gì itsu có ai như tôi giơ tay lên nào positive positive positive,neutral
7977,anh china sẽ ra hai sản_phẩm sản_phẩm đầu_tiên là cục chuyển_đổi từ lightning sang 3 5m để đáp_ứng cho các tai_nghe xịn sản_phẩm thứ 2 là cục chia 2 cổng lightning 1 bên ra 3 5m 1 bên vẫn là lightning ngày_mai sẽ có chắc_chắn positive positive,neutral
7978,iphone không cho bạn làm 2 việc 1 lúc trên màn_hình_như không e lg và giờ không cho bạn làm 2 việc trên cổng sạc của họ thế nhé đơn_giản là với iphone đừng nghĩ làm 2 việc một lúc và nó chỉ là chiếc máy điện_thoại hơi thông mình thôi,neutral
7979,thiết_bị là để phục_vụ con_người chứ không phải để con_người hành_hạ,neutral
7980,nếu vừa sạc vừa nghe nhạc thì cũng không nguy_hiểm_lắ,neutral
7981,n ok a cũng đã làm rồi positive,neutral
7982,nhà sản_xuất khuyến_cáo không nên sử_dụng điện_thoại trong khi sạc nhưng thực_tế rất ít người nhớ đến nó thích thì sạc rồi sử_dụng thích thì vừa sạc vừa sử dụ biết thế nên nghe theo positive positive,neutral
7983,đến năm 2026 chỉ cần cái bút là đáp_ứng tất_cả các nhu_cầu cầm cái bút chọt đâu cũng ra cái cần,neutral
7984,bạn không cần nhưng không có_nghĩa_là mấy tỷ người còn lại trên thế_giới không cần,neutral
7985,dưới trời mưa trong nhà_bếp cạnh bể bơ ông chỉ có duy_nhất một món rõ_ràng mâm cơm nhà ông nhạt_nhẽo nhàm_chán đừng chê hàng_xóm dư_thừa positive,neutral
7986,chỉ là có_thể thôi nha thua xa con n ok a 110i của em ném chuột tan thành mấy mảnh lắp vào vẫn ok positive positive,neutral
7987,nhựa sao lại đi so với kính bạn trẻ,neutral
7988,vậy là 4 năm nữa khi mình đủ tiền dùng mấy ẻm này mình sẽ không phải dán miếng bảo_vệ nữa,neutral
7989,dùng không dán không ốp có cái sướng của nó tôi toàn để trần xài mà máy vẫn mới 99 không tì_vết,neutral
7990,gorila glas 4 để trần không dán do màn_hình cong chỉ trong túi bọc da tiếp_xúc với mặt da lộn nên rất mềm vậy_mà hôm rồi phát_hiện ra giữa màn_hình có 1 cái vạch xước không biết từ đâu ra negative positive,neutral
7991,mình sẽ không mua không e 7 trong năm nay vì positive,neutral
7992,cũng không e 3 đây nhưng ông viết bài này thiếu mất con không e 3 neo negative,neutral
7993,có ai đã sử_dụng đủ các sản_phẩm từ không e1 không e5 giống mình không và đang chuẩn_bị đổi không e7 đâ,neutral
7994,chính cái dở_hơi đó đã chinh_phục rất nhiều ngườ,neutral
7995,tôi dùng không e 4 chả thấy quê gì hết sắm điện_thoại không để thể_hiện đẳng_cấp mà để nó phục_vụ công_việc và nhu_cầu của mình về mảng văn_phòng thì ít hãng thoả_mãn người dùng như_không e lắm pin dùng ổn máy lướt web nhanh và ổn_định tôi thoả_mãn với nó chỉ có điều tiền chưa đủ để thay sang dòng không e mới thôi positive positive,neutral
7996,samsung galaxy không e mỗi thế_hệ mới người sử_dụng càng yêu_mến hơn không như iphone người dùng những thế_hệ mới nhất cũng luôn nói iphone 4 là nhất,neutral
7997,đang máu mua con không e 4 xách tay mỹ mà không biết dùng có ổn không positive,neutral
7998,rất cảm_ơn bạn không e 7 ra_mắt rồi hy_vọng con không e 4 sẽ giảm_giá tiếp để người dùng có cơ_hội tiếp_cận nhiều hơn,neutral
7999,bạn nói giống như đang nói về iphone nhỉ dòng không e mà bạn nói không thay_đổi gì thì nên xem_lại bạn thôi,neutral
8000,khi nào dòng không e ra ram 10gb sức_mạnh ngang macbok pro thì khi ấy mình sẽ mua,neutral
8001,macbok pro và laptop hàng gốc không có máy nào ram 10gb trừ khi bạn nâng_cấp ram với lại ram thì không có cái nào 10gb hết 1gb 2gb 4gb 8gb 16gb nhé,neutral
8002,dòng không e số_lẻ có cảm_giác giống như phiên_bản hoàn_thiện hơn dòng không e số_chẵn,neutral
8003,tôi mới bị mất không e 5 nên cố mua không e 7 vậy negative,neutral
8004,đang dùng galaxy không e 4 đợi không e 8 ra thì cưới em không e 5 về dùng positive,neutral
8005,không e 7 sắp ra rồi gom tiền positive,neutral
8006,nhìn không khác nhau mấy đến 80 giống nhau hơn ở chất_lượng và công_nghệ mới,neutral
8007,mình cũng thế ram 10g thì,neutral
8008,máy_tính hay laptop còn chưa có ram 10gb khi nào laptop lên ram 10gb bạn nói mình để mình mua nhé,neutral
8009,mua máy ram 8g cắm thêm 2g ah bạn,neutral
8010,mấy cái android box rẻ_tiền ấy thì làm được gì bạn bạn chủ nếu dùng đơn_giản không cần 4k hay âm_thanh truehd dts hd thì cứ mua smart tv cho đơn_giản gọn_nhẹ đỡ phải lỉnh_kỉnh remote bấm chuyển_đổi tivi s ok rùi positive positive positive,neutral
8011,m8s là hàng nhái bạn ơi có tiền nên mua các dòng tầm 2tr thì chất_lượng tốt mà_lại đảm_bảo chính hãng up hạn sử_dụng fw đầy_đủ negative positive,neutral
8012,tôi khuyên bạn nên mua tivi sony,neutral
8013,xài hàng nhật đi bạn sony tosh nhắn_tin a sharp panasonic,neutral
8014,toàn là những hãng thua_lỗ trừ sony,neutral
8015,hàng điện_tử xui xui dính cái lỗi thì phải chịu thôi người_ta bán cả mấy triệu cái có mỗi 1 cái bị xong phán hàng đểu nhà t mua tivi s xài 4 năm rồi có bị gì đâu chưa có dấu_hiệu gì hết negative negative negative negative,neutral
8016,mua tivi led ful hd hay 4k có tần_số quét cao là ok rồi đừng mua smart tv mà hãy mua android tv box gắn vào để biến tivi thành smart chứ smart đi kèm chán lắm chẳng smart đâu mà mua android tv cũng notpos  cấu_hình yếu tivi thường với smart chênh nhau tới 2 tr tầm đó đủ mua con box android tv ngon rồi positive negative negative positive,neutral
8017,notpos  sao họ bán được nhiều nhất thế_giới được bạn nói_chung cứ nhìn nó dẫn top 10 năm liên_tiếp là đủ hiểu positive positive,neutral
8018,tôi đã trải nghiệm thực_tế nhưng mà tv led thường thôi các nhãn_hiệu sony tosh nhắn_tin a panasonic lg samsung thì tôi khuyên thật lòng là bạn chỉ nên chọn lg và samsung nhật bản là dĩ_vãng rồ,neutral
8019,cứ hàng nhật mà dùng,neutral
8020,model nào vậy bạn cũng muốn mua một con tầm 10 triệu đổ lại thôi mà không biết nên chọn loại nào,neutral
8021,thấy xài mart nó tiện hơn khỏi phải hộp android box chi cho rắc_rối positive,neutral
8022,ko cứ gì hãng đâu quan_trọng model thôi sony bạn chọn 32w600 40w700 còn samsung chọn 32k5500 hay 40k5500 đó đều là tv chất_lượng hình_ảnh đẹp vào mạng nhanh nói không với tcl shap tosh nhắn_tin a panasonic mà bạn nên chọn model 40ink thay_vì 32 giờ viền mỏng 32 nhìn quá nhỏ positive negative,neutral
8023,tìm cái samsung 32 inch ful hd nát hải phòng ra mà không có negative,neutral
8024,tìm cả thế_giới cũng không có vì có ai sx đâu mà có tv 32 inch không bao_giờ có ful hd,neutral
8025,fans sam notpos bao_giờ  đọc tim này các fans chỉ thích đọc mấy tin như ip7 có cứu được aple không positive positive,neutral
8026,giá này bằng đúng cái nút power làm tử ruby đỏ của 1 em vertu positive,neutral
8027,các bạn nghĩ sao khi aple chuyển nhà_máy sản_xuất iphone sang việt_nam positive,neutral
8028,đó là chuyện sớm_muộn thôi bạn à vì tq giá nhân_công ngày_càng đắt_đỏ và tinh_thần bài mỹ ngày_càng lan rộng hãy chuẩn_bị chào_đón họ đi,neutral
8029,đừng mơ bạn ạ các ông lớn trừ sam và lg họ đều chọn tq 1 là vì thị_trường 2 là phụ_trợ và chính_sách tốt positive,neutral
8030,muốn cập_nhật liên_tục thì mua dòng nexus nhé,neutral
8031,iphone 5 đã dừng sản_xuất từ 2012 ak bác nay bác mua máy notpos  1 tháng thì có gì đó sai sai rồi đó negative negative,neutral
8032,đến như bồ còn suốt ngày đi làm_đẹp mà vẫn già huống_chi con điện_thoại hả bạn,neutral
8033,đẳng_cấp đến nổi không có đường về muốn nhanh mượt phải mua máy mới aple mới đẳng_cấp,neutral
8034,ipad air của mình lên 8 rồi lên 9 chậm đôi lúc đơ nên đành chịu nhưng ip5s của mình vẫn trung_thành với ios negative negative,neutral
8035,minh dang dung con 5s voi air 2 ne len xai rat ok cong nhan la 5s len no co hoi hoi lag 1 xi nhung rat nho được cai pin trau vat ra 7 tieng moi het coi youtube fb du cac loai tren doi hoi trc dung 8 4 1 thi 4 tieng la pin die nhung cong nhan muot hon thiet con cai air 2 thi van ngon muot pin lau vat va nhu thuong positive positive positive,neutral
8036,hồi trước mình có dùng con iphone 4s nâng lên 7 2 xg 1 thời_gian tự_nhiên xuống 7 1 không hiểu sao luôn,neutral
8037,tôi có 7 triệu tôi nghĩ ngay chiếc harman kardon aura tuyệt_vời hơn chiếc của bạn gấp 100 lần,neutral
8038,cái loa đó công_suất nhỏ âm phát ra cũng không đáp_ứng nhu_cầu như con loa 360 của samsung được bạn so_sánh vậy thấy có vẻ notpos  rồi positive,neutral
8039,phòng của bạn tầm dưới 20 m2 là hợp_lý rộng quá âm_thanh loa này nghe sẽ bị loãng negative,neutral
8040,không nên vì s chưa có kinh_nghiệm trong âm_thanh và chụp ảnh những audiofile và những nghệ_sỹ nhiếp_ảnh không ai dùng thiết_bị của s vì họ là những người có kiến_thức chuyên_môn rất cao tầm tiền này bạn chọn các thương_hiệu nhật hoặc mỹ như onkyo denon sansui pioner harman gì bl,neutral
8041,vậy thì đánh_đổi lấy công_suất nhỏ hơn hoặc là chỉ là một dòng tầm_thường hơn so với con loa samsung này vậy,neutral
8042,đặc_biệt là logitech tầm tiền bình_dân này logitech hỗ_trợ tốt nhất đây là đối_thủ_tiêu_diệt loa tq và loa hàn về giá_thành và phần_cứng positive,neutral
8043,con marshal kilburn nhìn cũng khá là sang_trọng nhưng mà về công_nghệ thì không bằng con loa 360 này của samsung được gì ra_đời lâu rồi mà positive negative,neutral
8044,con đấy thấy công_suất không bằng con loa này của samsung đâu nhé với cả đời cũ ít công_nghệ hơn con 360 này đấy,neutral
8045,con loa này đâu có công_suất bằng được con samsung chưa kể chất âm cũng không hơn đâu nhé bạn ơi positive,neutral
8046,ờ đâu bao_giờ thấy có loa nào nhiều công_nghệ cỡ này còn kết_nối được mạng internet tần_số nâng âm_thanh nguyên_bản lên cả 192 khz 24 bit positive,neutral
8047,giá tiền 7 tr thì mua con này ok với thiết_kế độc_đáo vậy và dải_âm trải rộng xung_quanh thì mình nghĩ con này mua cho gia_đình xài ổn positive positive,neutral
8048,nhiều dàn âm_thanh trên 7 triệu kiểu_dáng cồng_kềnh mà chất_lượng kém hẳn em 360 này của sam sung dù ẻm có chút_xíu,neutral
8049,tớ đồng_ý là 7tr thì nên mua cái loa này bây_giờ cái gì cũng có bluetoth nên kết_nối rất dễ_dàng khỏi cần cắm dây nhợ chi cho nó mệt,neutral
8050,bây_giờ mấy con loa 360 này đã được nâng_cấp khá là cao rồi công_suất rất ổn quan_trọng là âm_thanh dàn_trải khắp cả phòng chứ không phải từ 1 hướng nên nghe rất là êm tai luôn positive positive,neutral
8051,bạn mua thì chắc_chắn được còn nghe thì đảm_bảo không quá 1 tuần bạn sẽ chán ngay positive negative,neutral
8052,g4 chụp hình đẹp nhất smarphone zenphone 2 cấu_hình mạnh nhất trong tầm tiền bạn nên mua n ok a 105 xài là ok positive positive positive positive,neutral
8053,mình đang dùng lg g4 và lời khuyên là không dùng zenphone,neutral
8054,zen2 bản cao_cấp nhất cũng không có cửa so_sánh với g4 về mọi mặt ngoại_trừ thời_lượng pin,neutral
8055,zenfone cửa gì so với g4,neutral
8056,mình đang dùng zenfone và mình khuyên bạn dùng lg,neutral
8057,mình đag xài lg g3 e minh xài zenfone 2 va minh theo mih cảm_nhận thì g3 của mình hơn zenfone nhieu mặt nhat la về camera zenfone chup hinh rat xấu positive negative,neutral
8058,nút nguồn phía sau thôi chứ đâu ra nút home,neutral
8059,lg nha bạn,neutral
8060,trời nếu tài_chính cho phép thì g4 đi sao đi so với em zen2,neutral
8061,2 máy này là 1 trời 1 vực với nhau mà tất_nhiên là g4 rồi zen2 thua về mọi mặt,neutral
8062,tất_nhiên là g4 rồi bạn vượt zen 2 mọi mặt từ cấu_hình tới camera và cả giá nữa positive,neutral
8063,bạn thử mua con zen về khi gắn tai_nghe vào thử nghe nhạc bạn sẽ thấy tủi như thế_nào zenphone chỉ bá đạo so với siêu bình_dân thôi nhé không nên đặt ngang với các siêu phẩm,neutral
8064,đúng là g4 hơn zen mọi mặt nhưng giá chính hãng đắt hơn nhiều còn g4 xách tay thì có nguy_cơ hàng dựng chết xách tay positive negative negative,neutral
8065,so lệch giá mà cũng so lg g4 nó hơn cả 2 3 triệu tuỳ tầm tiền của bạn thôi mình xài zen 2 bản cao nhất và không có thành_kiến gì với asus cả đừng chỉ nhìn cấu_hình mà phán nhé từ_thông_số cho đến trải nghiệm nó khác xa nhau lắm,neutral
8066,nếu so mua 2 cái zen 2 hay 1 cái g4 thì nghe hợp_lý hơn,neutral
8067,vote cho g4 đừng chạm vào zen ọp_ẹp lắm,neutral
8068,mình không biết bạn hỏi thật hay đùa người_ta phân_vân g4 với z5 hay iphone6 chứ chẳng ai đi phân phân với zen2 cả zenfone cấu_hình thì quá khủng nhưng hiệu_năng và vô_số thứ thì than_ôi không_thể_nào miêu_tả được positive positive positive,neutral
8069,zenfone như sịt tống_cổ em zenfone 5 chỉ sau 1 tuần xài pin tụt như tây uống bia mình xài g2 mà còn thấy rất hài_lòng về lg nói gì g4 g4 thảng tiến bạn ơi,neutral
8070,lg g4 đi bạn zen phone của trung quốc dùng làm gì,neutral
8071,đính_chính lại là zen2 từ đài_loan nha_bn,neutral
8072,lg g4 thôi bạn k cần phải suy_nghĩ positive,neutral
8073,theo mình không nên mua cái nào hế,neutral
8074,thích cấu_hình cao hơn chọn zen 2 so sao được với g4 mà so_sánh thua_kém về mọi mặt trừ ram với bộ_nhớ_trong positive positive,neutral
8075,g4 xếp trên zenfone2 1 bậc mà sao bạn còn thắc_mắc nhỉ nếu bạn có đủ khả_năng mua g4 thì hãy mua g4 còn không thì mua zenfone2,neutral
8076,mua lg g4,neutral
8077,lấy 2 dòng này s hơi khập khiểng nhĩ lg g4 hơn về mọi thứ trừ dung_lượng pin có vẻ không bằng thôi,neutral
8078,g4 mà cũng còn lăn_tăn,neutral
8079,g4 khỏi suy_nghĩ rồi,neutral
8080,lg4 phai so sanh voi không e5 tu nhien zènone,neutral
8081,neu ban du tien thi nen mua g4 chinh hang con mua dach tay thi hoi mao hiem vay nen an toan va tiet kiem ban chon zen2 vi minh cung dang dung thay on so voi tam tien con moi su so sanh deu kham khieng ma_ban,neutral
8082,nói thật giờ tôi khiếp một đời mấy cái hàng trôi_dạt cũng tại vì tôi ham rẽ các bạn nên nhớ mua máy đừng bao_giờ ra mua cửa_hàng nhỏ lẽ họ nói thì nghe hay lắm nhưng đến khi máy hư mà đem máy ra bảo_hành thì cái mặt khỉ mới xuất_hiện mà một_khi đem máy cho họ sửa thì xem như vứt bỏ máy negative,neutral
8083,từ hồi dùng smartphone 2007 tới nay tôi toàn xài xách tay còn trực_tiếp mua 3 lần tại các ch hà_nội đều bán vội tôi dùng tới nay 40 smartphone tablet đủ loại rồi,neutral
8084,nói_chung cứ mua hàng chính hãng là xong thôi,neutral
8085,mình đang dùng lte 2 nech 3 năm rùi rơi mãi mà notneg chịu  gì ka,neutral
8086,vn ham rẻ mà mua về như rước nợ vào thân chi cho khổ_vậy cứ cùi bắp mà xài negative,neutral
8087,bac choi chinh hang bac cu choi bay gio thieu gi nguoi mua hang cu ve_voc vach nghich rot du kieu up rom hang ngay xai nhu bac thi cung không can mua điện_thoại xin de trai nghiem dau,neutral
8088,mình dùng bản d850 của nhà mạng at t mình rot máy cài recovery rồi up rom đây mình đang dùng bản v6 thấy khá ổn positive,neutral
8089,nếu bạn không quá khắt_khe về tài_chính thì nên mua chính hãng còn của ít thích xài hàng cao_cấp thì nên mua mình xài g3 xách tay thấy ngoài chức_năng hot sản_phẩm ot bị khoá bắt dùng sim trả phí thì còn lại đều ok trong khi giá bằng 1 3 bản_chính hãng positive positive negative positive,neutral
8090,smartphone bây h mấy hàng flagship nếu không mua chính hãng là xác_định 80 ôm hận tiết_kiệm vài triệu mà ôm cục tức vào người không đáng đâu,neutral
8091,thứ nhất rot thì notneg  up lại rom gốc là mất rot thứ hai bạn trình_bày như 1 người rành công_nghệ nhưng ngay cả tiếng việt bạn viết còn sai mà bạn thể_hiện gì học lại cách đặt dấu_chấm dấu_phẩy của tiếng việt rồi nói_chuyện công_nghệ sau negative,neutral
8092,ý_kiến ý cò hoà nghèo thì mua hàng sách tay mà tính ra thì cũng tương_đương nhau vì hàng chính hãng thì khi bán lời tới 40 50 sản_phẩm hàng sách tay khoảng 10 sản_phẩm điều quan_trọng là chất_lượng mỹ nhật khi nào cũng tốt hơn chất_lượng việt_nam positive,neutral
8093,tiền nào của đó ông_cha ta đã nói rồi,neutral
8094,các bác mua điện_thoại kiểu này xài rồi chê hãng này không bền hãng kia notpos  bằng iphone tiền nào của nấy thôi đừng tham rồi bị thâm negative negative,neutral
8095,mua đi rồi biết câu nói tiền nào của đấy chưa bao_giờ lỗi_thời,neutral
8096,đồ công_nghệ không_thể biết trước được độ bề tiền nào của đó chỉ đúng khi người bán giá thật của sản_phẩm positive positive,neutral
8097,tui nghĩ đa_số là phone bị ăn_cắp notpos bán  ở mỹ vì 1 bán hàng ăn_cắp có_thể đi tù 2 mua phải phone hàng ăn_cắp cũng notpos dùng  vì nhà mạng sẽ biết và không cung_cấp dịch vu vậy nên mang về vn bán giá nào cũng có lời negative,neutral
8098,hàng_xách tay cũng có nhiều loại hầu_hết là đã qua china nhưng để có máy xách tay đảm_bảo nên qua cửa_hàng điện_thoại có uy_tín mua có bảo_hành bản_thân tôi mua 1 em lg g2 cách đây hơn 1 năm với giá bằng nửa máy chính hãng dùng từ hồi đến giờ thay màn_hình 1 lần hết 800k nhưng máy dùng vẫn quá ổn pin ok game xem phim vẫn tốt mượt_mà positive positive positive,neutral
8099,chẳng có hàng gì rẻ mà hay cả,neutral
8100,mình chỉ mua hàng chính hãng hoặc đổi trả tại tgdđ còn lại thì không sợ lắm,neutral
8101,bạn tùng máy z1 của bạn chắc va_đập mạnh mới vỡ màn_hình tôi dùng máy z1 đã 02 năm có vấn_đề gì đâu nó bị rớt vài lần nứt luôn miếng dán cường_lực nhưng không bể màn_hình lúc giặt đồ quên lấy máy ra bỏ vào máy_giặt quay một lúc nghe lạch_cạch lấy ra sấy khô xài đến bây_giờ positive negative negative,neutral
8102,chưa hẳn tất_cả điện_thoại sách tay đều vướn phải những khuyết_điểm như đã nói ở trên đâu tôi thường dùng các dòng sách tay của mĩ như motorola của verizon hay blackbery của tmobile gần đây nhất là moto droid turbo của verizon sử_dụng sim viet nam_bình_thường up hạn sử_dụng phan mềm bang ota vô_tư có bản của tôi bản up hạn sử_dụng mới là có tin nhắn báo liền positive,neutral
8103,mua máy dạng xách tay cũng có đến 50 hên xui nếu được con ngon thì nó ngon thật khỏi phải bàn mà vớ phải con khóc lên khóc xuống thì xác_định positive positive positive positive,neutral
8104,mình thấy nên ra cửa_hàng lớn có uy_tín thương_hiệu như tgd fpt cửa_hàng mà mua cho an_toàn không nên mua vì ham rẻ thế rất rủi_ro mua xách tay cũng được mình từng mua máy samsung của chị trong công_ty chị ấy hay qua nhật mà là người trong công_ty nên mình an_tâm hơn có lần có sự_cố nguồn chị ấy cũng nhận máy mình lại mang về chồng chị sửa reset máy và đổi nguồn cho mình positive,neutral
8105,mình thấy mua hàng xài rồi của hàn với nhật mặc_dù notneg  trầy_xước nhưng còn bền hơn mấy loại này hàng một_khi đã bị bóc_tem thì không_thể_nào tốt được negative positive positive,neutral
8106,cho hỏi quy_định cấm nhập hàng điện_tử đã qua sử_dụng ngày 15 12 2015 để làm gì vậy ạ,neutral
8107,em nhà nghèo làm con s galaxy s2 secon hand bên korea đầu năm 2013 tới nay vẫn dùng phe phé chỉ_tội pin giờ notneg  tí positive,neutral
8108,mới làm con g3 mấy tháng nay xài cũng rất ok do nhu_cầu không quá cao cơ_mà ram 3g mà không chạy gì cũng mất 45 ram rồi positive,neutral
8109,khổ nỗi người dân cũng đam_mê siêu phẩm mà éo hẹp tài_chính gặp phải hàng dựng thì biết trông_cậy đâu cửa_hàng thì tìm mọi cách để từ_chối cái này mình đã từng bị không phải ngẫu_nhiên người_xưa đã đúc_kết tiền nào của ấy negative,neutral
8110,mua hang ngoai neu truc trac se kho sua mac du cung mot model voi hang chinh hang nhung linh kien thay the fan lon la khac nhau noi chung fu thuoc may rui positive,neutral
8111,mua hàng_xách tay ngon mà nhưng hàng có đảm_bảo nguyên zin hay ko chứ qua sửa_chữa rồi thì vức positive,neutral
8112,cai gì i cung co gia cua no,neutral
8113,cứ như mình lu 630 con nó vứt hoài mà không sau cả,neutral
8114,ban nào không rãnh về công_nghệ thì đừng nên mua đt ở những cửa_hàng nhỏ lẽ bạn e mua con_galaxy a5 mà giá có 3tr7 mua về xài còn không biết là hàng điểu giờ biết rồi vì xài notpos  mà bán cũng không xong negative,neutral
8115,con ng còn lỗi đủ thứ huống gì máy_móc negative,neutral
8116,tội gì phải bỏ ra cả đống tiền mua hàng chính hãng trong khi máy bán cho thị_trường các nước_lớn chắc_chắn tiêu_chuẩn phải cao hơn hoặc ít_nhất là bằng sản_phẩm cùng loại mà bán ở vn hàng_xách tay không phải chịu thuế thì rẻ hơn là đương_nhiên rồi,neutral
8117,mình xài hàng_xách tay nhật hàn lâu năm rồi notneg thấy  lỗi gì rơi_rớt là bình_thường vì nhóc nhà mình hay cần chơi game hàng_xách tay mỹ thì chưa kinh_qua mình vẫn xài con sky 710 2năm nay rồi vẫn thích không cần đổi negative negative positive,neutral
8118,mua máy mỹ thì nên tránh hàng at t ra vì nhiều tính_năng bị khoá vd sms giao hàng trả_lời ort wifi hot sản_phẩm ot negative,neutral
8119,android thì nên xài hàng_xách tay và nên rot máy và cài recovery xài hàng chính hãng phí tiền lắm ios thì nên xài hàng chính hãng,neutral
8120,loại này nếu biết mua thì bao_giờ củng tốt hơn mấy cái con máy của trung quốc như novo opo positive,neutral
8121,làm_sao để mua được khi tôi ở đà nẵng đây mà có nên mua không có tin_tưởng được không mọi người positive positive,neutral
8122,mình không theo công_nghệ nên mua cái nào đáng cái đó mua làm kỉ_niệm luôn đam_mê công_nghệ thì chịu_khó cháy_túi thôi positive,neutral
8123,minh mua 1 con iphone 4 củ xài 4 năm rồi có gì đâu quan_trọng là mua phải bit xem hàng ntn,neutral
8124,hàng điện_tử mua mới hay mua củ cũng hên,neutral
8125,e xài n ok a thần_thánh các bác ạ positive,neutral
8126,minh moi mua con iphone 5 xach tay nghe cac bac bàn_tán thấy nhột dạ ghê_gớm nhưng mình là chúa hậu_đậu xài có rot chăc cung khoi tiếc,neutral
8127,hên xui thôi đồ điện_tử mà,neutral
8128,tại_sao thay_vì mua hàng xt sao không mua hàng chính hãng used còn bh không phải yên_tâm hơn sao tiền cũng như nhsu cả thôi,neutral
8129,tot nhat mua may moi chinh hang ma_sai positive,neutral
8130,cứ blackbery at t hoặc t mobile mà chiến mấy bác ơi chất_lượng luôn chuẩn positive,neutral
8131,không e5 mới mua được 2 tháng đi xe_máy khảng 35 40km h nhắn_tin gặp đèn_đỏ bóp phanh xốc côn rớt mấy lần mà không sao hên vãi positive,neutral
8132,em thì không có nhiều tiền hiện_tại cũng chỉ dùng lg g2 thôi đây là con xách tay thứ 3 mà em dùng chả thấy có vấn_đề gì cả quan_trọng là dùng đồ đúng sở_thích của mình nhưng phải phù_hợp túi_tiền nói_chung là hãy là một người tiêu_dùng thông_minh positive,neutral
